sha1sum; evasion; bitmap
3c3d1e6e498d5955a71277f9f40704412289ef9e; ability to detect if sleep() function is patched, detecting avast software (checking dll), detecting debugger by checking debug port, detecting sandboxes by checking registry keys artifacts, detecting the presence of wine, potential detection of virtual environment (virtual pc), potential detection of virtual environment (winsock packet editor pro), searching for specific processes: xenservice.exe (analysis tool detection), trying to detect analysis virtual environment (bios detection), trying to detect analysis virtual environment (hdd detection); 110000001010000
398b48dcb12db6a3c694bc7fc9cc3b3a162ae6f0; ability to detect if sleep() function is patched, detecting avast software (checking dll), detecting debugger by checking debug port, detecting sandboxes by checking registry keys artifacts, detecting the presence of wine, potential detection of virtual environment (virtual pc), potential detection of virtual environment (winsock packet editor pro), searching for specific processes: xenservice.exe (analysis tool detection), trying to detect analysis virtual environment (bios detection), trying to detect analysis virtual environment (hdd detection); 110000001010000
425dcb96d7fedc0cb460a71a38e793a33dea9823; detecting sandboxes by checking registry keys artifacts, trying to detect analysis virtual environment (bios detection), trying to detect analysis virtual environment (hdd detection), trying to detect analysis virtual environment (drivers detection), trying to enumerate security products installed on the system from wmi; 000000001110000
e9218e72c5237b247041810f4e8d1b2639754c0b; ability to check the disk size, disables windows error reporting for a process, trying to detect analysis virtual environment (bios detection); 000000001001000
040cace83fadc0f6bc56a791fbfe77ff23cedace; ability to check the disk size, ability to retrieve the current memory availability, delaying execution by using ping.exe utility, trying to detect analysis virtual environment (bios detection); 000000001001100
55decc9878c469c57fdffc6cedec530ae3a832b1; detecting debugger by checking debug port, disables windows error reporting for a process, potential detection of analysis tools (dbghelp.dll), self-modifying code at runtime, timing detection (rdtsc_gettickcount), trying to detect analysis virtual environment (hdd detection); 010100100010000
e5d51d1607da2ce5a6b8fddcc284803c32bb917d; ability to detect if sleep() function is patched, detecting avast software (checking dll), detecting debugger by checking debug port, detecting sandboxes by checking registry keys artifacts, detecting the presence of wine, possibly stalling against analysis environment (sleep), potential detection of virtual environment (virtual pc), potential detection of virtual environment (winsock packet editor pro), searching for specific processes: xenservice.exe (analysis tool detection), trying to detect analysis virtual environment (bios detection), trying to detect analysis virtual environment (hdd detection); 110000001010000
5cabcf1ab0c9cf7956d2eac1587f495d75a018b9; ability to detect if sleep() function is patched, detecting avast software (checking dll), detecting debugger by checking debug port, detecting sandboxes by checking registry keys artifacts, detecting the presence of wine, potential detection of virtual environment (virtual pc), potential detection of virtual environment (winsock packet editor pro), searching for specific processes: xenservice.exe (analysis tool detection), trying to detect analysis virtual environment (bios detection), trying to detect analysis virtual environment (hdd detection); 110000001010000
3f6fedbdd7ce8f72056fa11cfa477f7c7c3c78dc; trying to detect analysis virtual environment (hdd detection); 000000000010000
e70818330e690dff7e563e79d78a749fd859cfd7; detecting virtualbox by enumerating acpi registry keys, detecting sandboxes by checking registry keys artifacts, trying to detect analysis virtual environment (hdd detection); 000000000010001
7b20f0739d3625bcca3a42326fc7f47056d0fada; ability to detect if sleep() function is patched, detecting avast software (checking dll), detecting debugger by checking debug port, detecting sandboxes by checking registry keys artifacts, detecting the presence of wine, potential detection of virtual environment (virtual pc), potential detection of virtual environment (winsock packet editor pro), searching for specific processes: xenservice.exe (analysis tool detection), trying to detect analysis virtual environment (bios detection), trying to detect analysis virtual environment (hdd detection); 110000001010000
7dd47347bec05705da48ec47b4f2a1d46207bced; trying to detect analysis virtual environment (bios detection); 000000001000000
455e9afa9b6b5728683fcdffdfc6b5c4a826703f; ability to detect if sleep() function is patched, detecting avast software (checking dll), detecting debugger by checking debug port, detecting sandboxes by checking registry keys artifacts, detecting the presence of wine, potential detection of virtual environment (virtual pc), potential detection of virtual environment (winsock packet editor pro), searching for specific processes: xenservice.exe (analysis tool detection), trying to detect analysis virtual environment (bios detection), trying to detect analysis virtual environment (hdd detection); 110000001010000
83d76e654666146a17bffc281f2a679fcb970edc; detecting the presence of wine, possibly stalling against analysis environment (sleep), potential detection of analysis tools (dbghelp.dll), potential detection of virtual environment (sandboxie), searching for specific processes: explorer.exe (system injection target), trying to detect analysis virtual environment (analysis path detection), trying to detect analysis virtual environment (malware analysis sandbox detection), trying to detect analysis virtual environment (user detection); 100000000000000
00c2c28b912a6973dac501b54a147ec913717ebf; detecting virtualbox by enumerating acpi registry keys, detecting debugger by checking debug port, detecting debugger by checking windows class name, potential anti-vm time analysis check using rdtsc, timing detection (rdtsc_gettickcount), trying to detect analysis virtual environment (bios detection), trying to detect analysis virtual environment (timing analysis detection), trying to forbid debugging (hiding threads from debugger); 010100101000001
5ada7c68981af3b8a6a47968a6ed89e91414dcb1; detecting the presence of wine, possibly stalling against analysis environment (sleep), potential detection of analysis tools (dbghelp.dll), potential detection of virtual environment (sandboxie), searching for specific processes: explorer.exe (system injection target), trying to detect analysis virtual environment (analysis path detection), trying to detect analysis virtual environment (malware analysis sandbox detection), trying to detect analysis virtual environment (user detection); 100000000000000
df18bcb639acf9d229a200c0cde0df4cd12f07db; ability to retrieve system default language identifier, searching for specific processes, trying to detect analysis virtual environment (timing analysis detection); 100100000000000
02af966167ecef3ad7f208c255607d45ae1d7f47; trying to detect analysis virtual environment (bios detection); 000000001000000
8cdbd2d891d079889b63cac4bf4d9c621abe2ac9; checking for specific image filename, timing detection (rdtsc_gettickcount), trying to detect analysis virtual environment (timing analysis detection), trying to forbid debugging (detecting process debug handle), trying to forbid debugging (hiding threads from debugger); 010100100000000
1d560631829edd7e4e09df1e2c70c20e9381639e; detecting virtualbox by enumerating acpi registry keys, detecting sandboxes by checking registry keys artifacts, detecting the presence of wine, disables windows error reporting for a process, possibly stalling against analysis environment (sleep), potential detection of virtual environment (sandboxie), searching for specific processes: procmon.exe (analysis tool detection), searching for specific processes: wireshark.exe (analysis tool detection), timing detection (rdtsc_gettickcount), trying to detect analysis virtual environment (bios detection), trying to detect analysis virtual environment (guest modules detection); 100100101000001
fabb5aceb4fde6528d6564d74f6332bcdcd2de57; ability to detect if sleep() function is patched, detecting avast software (checking dll), detecting debugger by checking debug port, detecting sandboxes by checking registry keys artifacts, detecting the presence of wine, potential detection of virtual environment (virtual pc), potential detection of virtual environment (winsock packet editor pro), searching for specific processes: xenservice.exe (analysis tool detection), trying to detect analysis virtual environment (bios detection), trying to detect analysis virtual environment (hdd detection); 110000001010000
48d5bd38bdf2d63a0ee8cf039fa9891f21e4447e; ability to detect if sleep() function is patched, detecting avast software (checking dll), detecting debugger by checking debug port, detecting sandboxes by checking registry keys artifacts, detecting the presence of wine, potential detection of virtual environment (virtual pc), potential detection of virtual environment (winsock packet editor pro), searching for specific processes: xenservice.exe (analysis tool detection), trying to detect analysis virtual environment (bios detection), trying to detect analysis virtual environment (hdd detection); 110000001010000
36d81e8b7df5dc77df1a3d525d446d7cfad7b19c; searching for installed programs (antimalware software), trying to detect analysis virtual environment (bios detection), trying to detect analysis virtual environment (motherboard detection), trying to enumerate security products installed on the system from wmi; 000000001000000
eef6727a20e62e0691038db7d26893026c3c06e4; ability to check the disk size, ability to retrieve the current memory availability, checking for specific image filename, trying to detect analysis virtual environment (timing analysis detection); 000100000001100
500ef10b2d09c8755b0376522f4c0e5b78ff0622; ability to check the disk size, ability to retrieve the current memory availability, searching for installed programs (antimalware software), searching for installed programs (firewall software), trying to detect analysis virtual environment (bios detection); 000000001001100
fa01b7f1e9f7e5fca26ecf1664ad60f6ea622fe2; checking for specific image filename, delaying execution by using ping.exe utility, searching for specific processes: avastsvc.exe (anti-malware detection), searching for specific processes: vboxservice.exe (analysis tool detection), searching for specific processes: vsserv.exe (anti-malware detection), trying to detect analysis virtual environment (pnp device detection), trying to detect analysis virtual environment (analysis path detection), trying to detect analysis virtual environment (malware analysis sandbox detection); 100000000000000
c0cf2ea457b1562852c09a69ad2f0d4a850006b9; timing detection (rdtsc_gettickcount), trying to detect analysis virtual environment (timing analysis detection); 000100100000000
159ac250175182e886e74c5fb0fa4a0e322d9624; detecting virtualbox by enumerating acpi registry keys, detecting debugger by checking debug port, detecting debugger by checking windows class name, detecting the presence of wine, potential anti-vm time analysis check using rdtsc, potential detection of virtual environment (sandboxie), timing detection (rdtsc_gettickcount), trying to detect analysis virtual environment (bios detection), trying to detect analysis virtual environment (timing analysis detection), trying to forbid debugging (hiding threads from debugger); 010100101000001
18094a09cb07dfb1e5c5c405193d242c08f72c9e; disables windows error reporting for a process, potential detection of virtual environment (sandboxie), trying to detect analysis virtual environment (hdd detection); 000000000010000
8944c408113f6ef3cdbc1e0d8905dea88fdcafc3; ability to retrieve a list of keyboard layouts, ability to retrieve system default language identifier, ability to retrieve the current memory availability, checking for specific image filename, possibly stalling against analysis environment (sleep), searching for specific processes: explorer.exe (system injection target), searching for specific processes: wclnt.exe (e-banking client injection target), timing detection (rdtsc_gettickcount), trying to detect analysis virtual environment (timing analysis detection); 100100110000100
150f4c85f89b9f1cca84e5589ec6634251cbb38a; ability to check the disk size, ability to detect if sleep() function is patched, ability to retrieve a list of keyboard layouts, ability to retrieve the current memory availability, trying to detect analysis virtual environment (bios detection); 000000011001100
a87ccd0c3023071c5208c62b0ad0f80f09868887; ability to retrieve system default language identifier, detecting debugger by checking debug port, possibly stalling against analysis environment (sleep), searching for specific processes: 360tray.exe (anti-malware detection), searching for specific processes: wireshark.exe (analysis tool detection), timing detection (rdtsc_gettickcount), trying to detect analysis virtual environment (timing analysis detection), trying to forbid debugging (detecting process debug handle), trying to forbid debugging (hiding threads from debugger); 110100100000000
6f8b9bbd9ea9c17773f40d67d39c4fe6418f3365; detecting sandboxes by checking registry keys artifacts, trying to detect analysis virtual environment (bios detection), trying to detect analysis virtual environment (hdd detection), trying to detect analysis virtual environment (drivers detection); 000000001110000
98332c083c1bf700e58dd68d2b4f5148f31870e6; searching for specific processes, trying to detect analysis virtual environment (timing analysis detection); 100100000000000
dfbdd826d91388353949f4d91445d670e429c71c; trying to detect analysis virtual environment (bios detection); 000000001000000
ce06c24037eeb080fea65bb1f5cb56b0631c4bc8; trying to detect analysis virtual environment (bios detection); 000000001000000
a5fa803420b0429135e0e47254862a3c52ba58ef; ability to detect if sleep() function is patched, detecting avast software (checking dll), detecting debugger by checking debug port, detecting sandboxes by checking registry keys artifacts, detecting the presence of wine, potential detection of virtual environment (virtual pc), potential detection of virtual environment (winsock packet editor pro), searching for specific processes: xenservice.exe (analysis tool detection), trying to detect analysis virtual environment (bios detection), trying to detect analysis virtual environment (hdd detection); 110000001010000
a63c8ffbfe15aff88dcbcd194b6fc906d7a58676; delaying execution by using ping.exe utility, disables windows error reporting for a process, potential anti-vm time analysis check using rdtsc, searching for specific processes: explorer.exe (system injection target), timing detection (rdtsc_gettickcount), trying to detect analysis virtual environment (bios detection); 100100101000000
d1f95698545438ef4a593bede1db4a9654b858e2; ability to check the disk size, trying to detect analysis virtual environment (bios detection); 000000001001000
7a26d5f91c21fe7f6373cf6c55248700eb5f3d15; ability to check the disk size, ability to retrieve a list of keyboard layouts, detecting the presence of wine, potential detection of virtual environment (ioctl_disk_get_length_info), timing detection (rdtsc_gettickcount), trying to detect analysis virtual environment (hdd detection), trying to enumerate security products installed on the system from wmi; 000100110011000
b618525cd6f49e87f0f09976903420df7eeebcaa; detecting sandboxes by checking registry keys artifacts, trying to detect analysis virtual environment (bios detection), trying to detect analysis virtual environment (hdd detection), trying to detect analysis virtual environment (drivers detection), trying to detect analysis virtual environment (installed applications detection); 000000001110000
b3bf8d6ca8e285dc58a39c6ef83513bf4318d45a; checking for specific image filename, delaying execution by using ping.exe utility, possibly stalling against analysis environment (sleep), searching for specific processes: avastsvc.exe (anti-malware detection), searching for specific processes: vboxservice.exe (analysis tool detection), searching for specific processes: vsserv.exe (anti-malware detection), trying to detect analysis virtual environment (pnp device detection), trying to detect analysis virtual environment (analysis path detection), trying to detect analysis virtual environment (guest modules detection), trying to detect analysis virtual environment (malware analysis sandbox detection); 100000000000000
d33159791a43206f85b030e07012ff401319a1ce; detecting the presence of wine, possibly stalling against analysis environment (sleep), potential detection of analysis tools (dbghelp.dll), potential detection of virtual environment (sandboxie), searching for specific processes: explorer.exe (system injection target), trying to detect analysis virtual environment (analysis path detection), trying to detect analysis virtual environment (malware analysis sandbox detection), trying to detect analysis virtual environment (user detection); 100000000000000
fc82f6f2eb151410ac52213d31efeaa663b43d76; ability to detect if sleep() function is patched, detecting avast software (checking dll), detecting debugger by checking debug port, detecting sandboxes by checking registry keys artifacts, detecting the presence of wine, potential detection of virtual environment (virtual pc), potential detection of virtual environment (winsock packet editor pro), searching for specific processes: xenservice.exe (analysis tool detection), trying to detect analysis virtual environment (bios detection), trying to detect analysis virtual environment (hdd detection); 110000001010000
a7b6e8bb1890a2e762336ae75e697bc40bf779a6; ability to detect if sleep() function is patched, detecting avast software (checking dll), detecting debugger by checking debug port, detecting sandboxes by checking registry keys artifacts, detecting the presence of wine, potential detection of virtual environment (virtual pc), potential detection of virtual environment (winsock packet editor pro), searching for specific processes: xenservice.exe (analysis tool detection), trying to detect analysis virtual environment (bios detection), trying to detect analysis virtual environment (hdd detection); 110000001010000
40e2509aaba663ff5edfda864ab8ff68b4e2bdae; detecting the presence of wine, possibly stalling against analysis environment (sleep), potential detection of analysis tools (dbghelp.dll), potential detection of virtual environment (sandboxie), searching for specific processes: explorer.exe (system injection target), trying to detect analysis virtual environment (analysis path detection), trying to detect analysis virtual environment (malware analysis sandbox detection), trying to detect analysis virtual environment (user detection); 100000000000000
652d6fa53c8384893f7279e6172f6578963d59d7; ability to check the disk size, ability to retrieve the current memory availability, trying to detect analysis virtual environment (bios detection); 000000001001100
4dbc168dfd2ff3eb4f57cc8756d57342b07fcbde; detecting the presence of wine, possibly stalling against analysis environment (sleep), potential detection of analysis tools (dbghelp.dll), potential detection of virtual environment (sandboxie), searching for specific processes: explorer.exe (system injection target), trying to detect analysis virtual environment (analysis path detection), trying to detect analysis virtual environment (malware analysis sandbox detection), trying to detect analysis virtual environment (user detection); 100000000000000
a21a67598067a94a20804684021a203f484fae37; trying to detect analysis virtual environment (bios detection); 000000001000000
40b84da8aff3b6b72ba694013827afe8dee301c4; trying to detect analysis virtual environment (bios detection); 000000001000000
ca3bf6ccbb254e2b1d52087b0f05f99ac6b8eafe; ability to retrieve a list of keyboard layouts, ability to retrieve system default language identifier, ability to retrieve the current memory availability, checking for specific image filename, possibly stalling against analysis environment (sleep), searching for specific processes: explorer.exe (system injection target), searching for specific processes: wclnt.exe (e-banking client injection target), timing detection (rdtsc_gettickcount), trying to detect analysis virtual environment (timing analysis detection); 100100110000100
2560e9dd00497246763453c707e9e53cc4adfe36; ability to retrieve system default language identifier, searching for specific processes, trying to detect analysis virtual environment (timing analysis detection); 100100000000000
2c8f1196a598729a5fbb0bac8253baaa80ff5c59; disables windows error reporting for a process, trying to detect analysis virtual environment (bios detection); 000000001000000
5b7fd2317bea02f4c2684e91c5a94fe60d8e618f; ability to detect if sleep() function is patched, detecting avast software (checking dll), detecting debugger by checking debug port, detecting sandboxes by checking registry keys artifacts, detecting the presence of wine, potential detection of virtual environment (virtual pc), potential detection of virtual environment (winsock packet editor pro), searching for specific processes: xenservice.exe (analysis tool detection), trying to detect analysis virtual environment (bios detection), trying to detect analysis virtual environment (hdd detection); 110000001010000
4e3c10202af7042c5349026c097d49f01847725f; timing detection (rdtsc_gettickcount), trying to detect analysis virtual environment (timing analysis detection); 000100100000000
881dccac41f7b7122e04ad6f227b87ba0a3f6944; ability to check the disk size, ability to retrieve the current memory availability, delaying execution by using ping.exe utility, possibly stalling against analysis environment (sleep), trying to detect analysis virtual environment (bios detection); 000000001001100
5fb4707bd915fd687d65408f6eef83afa9d6139e; ability to check the disk size, trying to detect analysis virtual environment (bios detection); 000000001001000
c2f954bfb52b37888103df0719f3a7a05cb815cd; trying to detect analysis virtual environment (timing analysis detection); 000100000000000
9c1d13e3e5cd57ad96e2345254777e51b76a3267; ability to detect if sleep() function is patched, detecting avast software (checking dll), detecting debugger by checking debug port, detecting sandboxes by checking registry keys artifacts, detecting the presence of wine, potential detection of virtual environment (virtual pc), potential detection of virtual environment (winsock packet editor pro), searching for specific processes: xenservice.exe (analysis tool detection), trying to detect analysis virtual environment (bios detection), trying to detect analysis virtual environment (hdd detection); 110000001010000
348137ce822a4ae3de123eee43d6069794123cd5; ability to detect if sleep() function is patched, ability to retrieve a list of keyboard layouts, possibly stalling against analysis environment (sleep), trying to detect analysis virtual environment (drivers detection), trying to enumerate security products installed on the system from wmi, trying to forbid debugging (detecting process debug flag), trying to forbid debugging (detecting process debug handle); 010000010100000
1f01bf80d1312038e96ebd6f5962b4b9bdca8334; possibly stalling against analysis environment (sleep), trying to detect analysis virtual environment (pnp device detection); 000000000000000
c9e8ee87c6fb60379bc4f5942214158a6ec85ae4; disables windows error reporting for a process, trying to detect analysis virtual environment (bios detection); 000000001000000
2208709454993ec0950a0f9fdf40b25b5bf010f7; trying to detect analysis virtual environment (hdd detection); 000000000010000
c171f66825d6bf6bec5a560ed489a0e2b676228d; ability to detect if sleep() function is patched, ability to retrieve a list of keyboard layouts, detecting the presence of wine, potential detection of virtual environment (ioctl_disk_get_length_info), timing detection (rdtsc_gettickcount), trying to detect analysis virtual environment (hdd detection), trying to enumerate security products installed on the system from wmi; 000100110011000
825468b8baeec3d1fba207dccd67f114371fd4bc; ability to retrieve system default language identifier, searching for specific processes, timing detection (rdtsc_gettickcount), trying to detect analysis virtual environment (timing analysis detection); 100100100000000
dcc0d15c35adeb3ed649b1f49e406c7c41aac7a3; ability to detect if sleep() function is patched, detecting avast software (checking dll), detecting debugger by checking debug port, detecting sandboxes by checking registry keys artifacts, detecting the presence of wine, potential detection of virtual environment (virtual pc), potential detection of virtual environment (winsock packet editor pro), searching for specific processes: xenservice.exe (analysis tool detection), trying to detect analysis virtual environment (bios detection), trying to detect analysis virtual environment (hdd detection); 110000001010000
3570dea03a331507e5806c501f8a3fac65511aa9; ability to detect if sleep() function is patched, detecting avast software (checking dll), detecting debugger by checking debug port, detecting sandboxes by checking registry keys artifacts, detecting the presence of wine, potential detection of virtual environment (virtual pc), potential detection of virtual environment (winsock packet editor pro), searching for specific processes: xenservice.exe (analysis tool detection), trying to detect analysis virtual environment (bios detection), trying to detect analysis virtual environment (hdd detection); 110000001010000
ea528a8f45cbf19e08e996bd3c80c7d90ac8c92e; ability to detect if sleep() function is patched, detecting avast software (checking dll), detecting debugger by checking debug port, detecting sandboxes by checking registry keys artifacts, detecting the presence of wine, potential detection of virtual environment (virtual pc), potential detection of virtual environment (winsock packet editor pro), searching for specific processes: xenservice.exe (analysis tool detection), trying to detect analysis virtual environment (bios detection), trying to detect analysis virtual environment (hdd detection); 110000001010000
6fbd6e507fd3c60a82bb4c5d627c187e11017f69; disables windows error reporting for a process, trying to detect analysis virtual environment (bios detection); 000000001000000
41112dabdb3c2c7ea6e717b7ddefe4071a1f7862; ability to detect if sleep() function is patched, detecting avast software (checking dll), detecting debugger by checking debug port, detecting sandboxes by checking registry keys artifacts, detecting the presence of wine, potential detection of virtual environment (virtual pc), potential detection of virtual environment (winsock packet editor pro), searching for specific processes: xenservice.exe (analysis tool detection), trying to detect analysis virtual environment (bios detection), trying to detect analysis virtual environment (hdd detection); 110000001010000
7ae25634b9314104e990cb850f78b8bcf0a02351; possibly stalling against analysis environment (sleep), trying to detect analysis virtual environment (pnp device detection); 000000000000000
0472091d6703bd3cd0fc1ea7c8b9da1551167ecf; disables windows error reporting for a process, trying to detect analysis virtual environment (bios detection); 000000001000000
4ee59b21718990edb5d511b84eb51cdef19b689d; disables windows error reporting for a process, trying to detect analysis virtual environment (bios detection); 000000001000000
6162d7674215ca54f6d9e2cc7b6f5d5dff7490a1; trying to detect analysis virtual environment (timing analysis detection); 000100000000000
551200029a6cf3f43f409b3029e318614abb4681; disables windows error reporting for a process, trying to detect analysis virtual environment (bios detection); 000000001000000
4f1e4e34388df3f95fa7a9ce384d25da9027fb1d; detecting virtualbox by enumerating acpi registry keys, detecting debugger by checking debug port, detecting the presence of wine, potential anti-vm time analysis check using rdtsc, trying to detect analysis virtual environment (bios detection), trying to detect analysis virtual environment (timing analysis detection), trying to forbid debugging (debug drivers detection), trying to forbid debugging (hiding threads from debugger); 010100001100001
0d6661ee49a3afe9d4a24ed8976107c2f222d4b7; ability to detect if sleep() function is patched, detecting avast software (checking dll), detecting debugger by checking debug port, detecting sandboxes by checking registry keys artifacts, detecting the presence of wine, potential detection of virtual environment (virtual pc), potential detection of virtual environment (winsock packet editor pro), searching for specific processes: xenservice.exe (analysis tool detection), trying to detect analysis virtual environment (bios detection), trying to detect analysis virtual environment (hdd detection); 110000001010000
ab04ca4a1bca9b5395866a722346c7464324b4e7; ability to check the disk size, ability to detect if sleep() function is patched, ability to retrieve a list of keyboard layouts, trying to detect analysis virtual environment (bios detection); 000000011001000
8b3ea64fff115c49ae0f02d8d3f8434afa0322ca; detecting the presence of wine, possibly stalling against analysis environment (sleep), potential detection of analysis tools (dbghelp.dll), potential detection of virtual environment (sandboxie), searching for specific processes: explorer.exe (system injection target), trying to detect analysis virtual environment (analysis path detection), trying to detect analysis virtual environment (malware analysis sandbox detection), trying to detect analysis virtual environment (user detection); 100000000000000
0873d3395cb5e4897e14a39d90313a8e69a620fc; ability to detect if sleep() function is patched, detecting avast software (checking dll), detecting debugger by checking debug port, detecting sandboxes by checking registry keys artifacts, detecting the presence of wine, potential detection of virtual environment (virtual pc), potential detection of virtual environment (winsock packet editor pro), searching for specific processes: xenservice.exe (analysis tool detection), trying to detect analysis virtual environment (bios detection), trying to detect analysis virtual environment (hdd detection); 110000001010000
387206e741eac492b836ca6924622ef5f1343d1d; detecting virtualbox by enumerating acpi registry keys, potential anti-vm time analysis check using rdtsc, trying to detect analysis virtual environment (bios detection); 000100001000001
12b50f21e1e68b3e474a7dbef03da40cf11e2926; potential anti-vm time analysis check using rdtsc, searching for specific processes, timing detection (rdtsc_gettickcount), trying to detect analysis virtual environment (timing analysis detection); 100100100000000
c2ef77f638d247ce0359838c8d964eb6549e3ca5; trying to detect analysis virtual environment (bios detection); 000000001000000
ed41731e4b25ef221e330e323ad0496b3caaecf0; ability to detect if sleep() function is patched, detecting avast software (checking dll), detecting debugger by checking debug port, detecting sandboxes by checking registry keys artifacts, detecting the presence of wine, potential detection of virtual environment (virtual pc), potential detection of virtual environment (winsock packet editor pro), searching for specific processes: xenservice.exe (analysis tool detection), trying to detect analysis virtual environment (bios detection), trying to detect analysis virtual environment (hdd detection); 110000001010000
ab41fdc34a3bbef2cd4c070214193c0f643813ec; ability to detect if sleep() function is patched, disables windows error reporting for a process, possibly stalling against analysis environment (sleep), potential detection of analysis tools (dbghelp.dll), self-modifying code at runtime, timing detection (rdtsc_gettickcount), trying to detect analysis virtual environment (hdd detection); 000100100010000
9d999fb04c044548a67f35df1cb817961a5fb5da; ability to detect if sleep() function is patched, detecting avast software (checking dll), detecting debugger by checking debug port, detecting sandboxes by checking registry keys artifacts, detecting the presence of wine, potential detection of virtual environment (virtual pc), potential detection of virtual environment (winsock packet editor pro), searching for specific processes: xenservice.exe (analysis tool detection), trying to detect analysis virtual environment (bios detection), trying to detect analysis virtual environment (hdd detection); 110000001010000
0c571928231d538bcdd6fb3ee9953124c3fec6b0; disables windows error reporting for a process, trying to detect analysis virtual environment (bios detection); 000000001000000
948b18850fe2fafd357bb62cde4622a0fed4861b; ability to detect if sleep() function is patched, detecting avast software (checking dll), detecting debugger by checking debug port, detecting sandboxes by checking registry keys artifacts, detecting the presence of wine, potential detection of virtual environment (virtual pc), potential detection of virtual environment (winsock packet editor pro), searching for specific processes: xenservice.exe (analysis tool detection), trying to detect analysis virtual environment (bios detection), trying to detect analysis virtual environment (hdd detection); 110000001010000
0676d5dd262e67d8f14f9140081d2ca4b4b7f563; disables windows error reporting for a process, trying to detect analysis virtual environment (bios detection); 000000001000000
8f23b62806aefd289ddcb44ce66fdfc826e6d977; ability to detect if sleep() function is patched, detecting avast software (checking dll), detecting debugger by checking debug port, detecting sandboxes by checking registry keys artifacts, detecting the presence of wine, potential detection of virtual environment (virtual pc), potential detection of virtual environment (winsock packet editor pro), searching for specific processes: xenservice.exe (analysis tool detection), trying to detect analysis virtual environment (bios detection), trying to detect analysis virtual environment (hdd detection); 110000001010000
c3d04a7113e5db768e3b240c113f6fce01948601; potential detection of analysis tools (dbghelp.dll), self-modifying code at runtime, trying to detect analysis virtual environment (hdd detection); 000000000010000
52bd565fd5915979d26f06f961b47e759b0d6ee6; ability to check the disk size, ability to retrieve the current memory availability, delaying execution by using ping.exe utility, trying to detect analysis virtual environment (bios detection); 000000001001100
202ab41abd9dc9cd1c7e8c2106233f2f523312ca; detecting the presence of wine, possibly stalling against analysis environment (sleep), potential detection of analysis tools (dbghelp.dll), potential detection of virtual environment (sandboxie), searching for specific processes: explorer.exe (system injection target), trying to detect analysis virtual environment (analysis path detection), trying to detect analysis virtual environment (malware analysis sandbox detection), trying to detect analysis virtual environment (user detection); 100000000000000
eae36517f471fd9ea830a7efcea407220bbcf204; ability to detect if sleep() function is patched, detecting avast software (checking dll), detecting debugger by checking debug port, detecting sandboxes by checking registry keys artifacts, detecting the presence of wine, potential detection of virtual environment (virtual pc), potential detection of virtual environment (winsock packet editor pro), searching for specific processes: xenservice.exe (analysis tool detection), trying to detect analysis virtual environment (bios detection), trying to detect analysis virtual environment (hdd detection); 110000001010000
fa08dd058c52e375aebd29d77d7c48e3a173edfd; checking for specific image filename, timing detection (rdtsc_gettickcount), trying to detect analysis virtual environment (timing analysis detection), trying to forbid debugging (detecting process debug handle), trying to forbid debugging (hiding threads from debugger); 010100100000000
52575bb293ff8f04b67f5fe760be826d3a35d678; detecting sandboxes by checking registry keys artifacts, trying to detect analysis virtual environment (bios detection), trying to detect analysis virtual environment (hdd detection), trying to detect analysis virtual environment (drivers detection); 000000001110000
f277e660b27165339c03bf14dc3770e9489b6ddc; ability to detect if sleep() function is patched, ability to retrieve a list of keyboard layouts, detecting the presence of wine, potential detection of virtual environment (ioctl_disk_get_length_info), timing detection (rdtsc_gettickcount), trying to detect analysis virtual environment (hdd detection), trying to enumerate security products installed on the system from wmi; 000100110011000
6dc5d6ff014d7fba958024f1d2a05820d2df1af7; ability to retrieve a list of keyboard layouts, detecting the presence of wine, potential detection of virtual environment (ioctl_disk_get_length_info), timing detection (rdtsc_gettickcount), trying to detect analysis virtual environment (hdd detection), trying to enumerate security products installed on the system from wmi; 000100110011000
a6c73ccd8ed5b49cccd2dd5ad12eb2dba0d8c150; disables windows error reporting for a process, trying to detect analysis virtual environment (bios detection); 000000001000000
ad4914c086021815959a702568a670d8d30346cf; ability to detect if sleep() function is patched, detecting avast software (checking dll), detecting debugger by checking debug port, detecting sandboxes by checking registry keys artifacts, detecting the presence of wine, potential detection of virtual environment (virtual pc), potential detection of virtual environment (winsock packet editor pro), searching for specific processes: xenservice.exe (analysis tool detection), trying to detect analysis virtual environment (bios detection), trying to detect analysis virtual environment (hdd detection); 110000001010000
0ab4bcb90a83564d398c82f9d12718cbd4043fa7; ability to detect if sleep() function is patched, detecting avast software (checking dll), detecting debugger by checking debug port, detecting sandboxes by checking registry keys artifacts, detecting the presence of wine, potential detection of virtual environment (virtual pc), potential detection of virtual environment (winsock packet editor pro), searching for specific processes: xenservice.exe (analysis tool detection), trying to detect analysis virtual environment (bios detection), trying to detect analysis virtual environment (hdd detection); 110000001010000
eeaad4868fb8646db741a6c18bc186fb836cfcd3; ability to detect if sleep() function is patched, detecting avast software (checking dll), detecting debugger by checking debug port, detecting sandboxes by checking registry keys artifacts, detecting the presence of wine, potential detection of virtual environment (virtual pc), potential detection of virtual environment (winsock packet editor pro), searching for specific processes: xenservice.exe (analysis tool detection), trying to detect analysis virtual environment (bios detection), trying to detect analysis virtual environment (hdd detection); 110000001010000
